001.jpg,down,779.523,791.99316,-673.51306,816.4915,737.528,-791.84937,828.91833,733.5823,-792.2961,841.6947,729.1792,-792.47144,805.7716,744.30334,-654.1022,808.75397,745.7909,-654.0397,811.4345,747.5862,-653.6911,928.9087,748.376,-971.39526,882.9674,768.9204,-334.10715,835.8772,847.16766,-720.4253,818.7662,855.90967,-535.3013,1133.4908,1088.0614,-1155.791,1010.8252,1128.3461,188.60316,1162.6897,1623.2325,-1109.7317,1117.2122,1575.0573,347.60245,1044.9114,2011.1819,-1049.278,1044.6259,1931.5519,284.49176,1043.4479,2104.718,-1221.292,1040.8113,2018.8304,318.52423,994.8089,2096.2666,-1236.0393,1013.5904,2011.3746,183.68077,998.0991,2062.9634,-1057.5925,1021.8211,1983.0773,224.4919,1364.9387,1936.9883,-430.63174,1268.4202,1914.7317,432.91083,1234.4122,2540.2505,-89.87916,1231.372,2474.6318,784.81116,1232.5422,3145.0383,237.47371,1252.464,3002.3977,1220.2073,1299.7946,3253.283,239.26201,1329.5956,3104.5276,1249.3857,948.53033,3263.9375,-102.43729,982.8953,3133.2517,1096.9761
002.jpg,down,776.1758,794.9639,-663.8888,816.4221,739.86694,-790.32947,828.396,736.2933,-790.66534,840.65393,732.2777,-790.78326,808.22845,746.146,-643.1519,812.69275,747.5333,-643.2019,816.84064,749.2272,-642.9239,930.82764,750.98706,-995.1628,891.77563,769.93585,-321.4884,830.66144,849.7237,-718.5968,817.2618,857.6002,-522.92523,1128.9983,1086.3718,-1181.5836,1014.6561,1122.6079,213.23508,1166.1525,1610.8442,-1126.1017,1127.032,1562.093,380.5192,1053.899,2002.5732,-1057.8123,1062.8387,1910.4052,306.92014,1057.2532,2091.7124,-1245.042,1061.8779,1991.0632,331.13046,1006.24207,2087.7651,-1251.7864,1037.3439,1982.726,195.55377,1007.89294,2055.795,-1064.5449,1041.9861,1956.8413,244.33824,1357.2793,1925.676,-442.7747,1263.8787,1901.1714,445.16245,1238.4387,2538.9365,-138.65897,1236.729,2471.562,739.00885,1254.8699,3149.9272,185.01605,1276.1804,3008.378,1178.2975,1325.7203,3260.1877,183.78607,1358.5918,3112.5718,1205.999,966.57324,3268.1455,-183.95425,999.46606,3135.9182,1040.1526
003.jpg,down,782.8967,804.78906,-714.6004,820.2809,752.78503,-839.40405,832.3185,748.9223,-839.7815,844.67206,744.6189,-839.874,810.66626,759.6706,-694.12744,814.26086,761.39557,-694.13837,817.6437,763.4164,-693.95276,930.4791,762.78613,-1036.4845,888.83057,784.4149,-366.41754,837.41455,857.38794,-767.7655,822.80817,866.22266,-573.2382,1131.9049,1090.9158,-1238.7881,1008.1677,1133.7362,167.86568,1158.4625,1611.9385,-1224.792,1116.4838,1578.7483,320.97223,1068.7798,2008.5276,-1180.481,1063.5128,1935.4127,284.82755,1076.1642,2098.0022,-1364.015,1064.2999,2020.4658,335.5024,1027.8363,2096.616,-1371.6179,1036.184,2016.9711,187.9394,1029.2976,2066.5244,-1186.1523,1042.9801,1990.2798,221.47954,1365.6526,1927.7563,-451.66586,1267.697,1907.3615,454.26562,1218.3331,2531.7283,-114.17076,1228.0563,2466.4592,805.2791,1229.3593,3130.5134,224.31863,1261.7386,2987.9473,1276.3662,1303.7203,3241.4006,224.65634,1340.9448,3089.6091,1307.9601,929.88574,3238.6714,-148.31952,995.1116,3111.865,1155.1176
004.jpg,down,780.3607,797.74646,-672.06055,818.3,744.9265,-794.13965,830.3093,741.0282,-794.5441,842.672,736.7056,-794.63416,808.45416,751.3488,-649.5525,812.1846,752.61896,-649.5882,815.70355,754.16223,-649.37024,929.8367,754.66943,-991.8391,888.87714,774.2133,-327.2714,836.4523,852.0044,-725.8404,821.7866,860.1343,-532.83405,1132.547,1088.8799,-1199.6552,1016.5246,1130.8356,206.82262,1160.4426,1615.5691,-1194.2826,1122.7521,1575.8577,370.7513,1074.6881,2018.4691,-1132.1772,1071.0001,1944.4216,320.77795,1082.9099,2109.5486,-1308.1683,1070.2692,2035.5396,362.36404,1034.4266,2109.6628,-1314.7891,1047.8558,2030.3352,220.09622,1035.8752,2078.596,-1136.6461,1054.4275,2001.0519,258.64984,1367.4119,1929.1974,-451.5726,1273.1627,1910.0393,454.053,1211.5275,2540.1443,-134.78441,1215.3373,2482.195,750.3504,1220.2639,3149.2695,205.32455,1243.5726,3025.2397,1184.9897,1296.63,3260.812,206.7726,1324.8707,3129.5054,1211.1506,922.56006,3259.0352,-141.55507,971.1982,3152.9705,1057.8402
005.jpg,down,785.5545,799.13806,-714.862,823.5002,746.7397,-832.2285,835.8235,742.61664,-832.62744,848.46466,738.05566,-832.6739,812.3399,754.6517,-687.49866,815.32007,756.75934,-687.4941,818.07654,759.13904,-687.30084,934.4732,756.1297,-1009.78937,888.85693,780.5386,-343.43634,840.692,851.9703,-760.764,824.47864,862.03937,-567.2781,1130.6876,1088.1013,-1211.7766,1016.8775,1127.916,204.37283,1155.8197,1614.4856,-1198.9028,1119.1158,1572.5731,363.76257,1070.9712,2017.1215,-1118.6987,1063.3739,1937.9893,303.40503,1080.1101,2106.9531,-1295.0798,1062.1792,2027.2383,345.5134,1031.1014,2105.594,-1300.8353,1041.9628,2020.7014,200.21065,1031.5219,2075.2563,-1122.4385,1049.7351,1991.5016,241.32959,1371.3103,1929.3743,-459.4985,1279.688,1907.3849,461.97772,1215.3541,2533.4617,-125.066216,1220.088,2477.106,779.9294,1227.7012,3137.2678,225.6072,1242.8599,3014.4778,1236.0637,1305.4333,3245.9526,229.71352,1326.6044,3115.8933,1265.3682,934.3648,3248.5688,-115.95432,963.6095,3147.1262,1112.2256
006.jpg,down,766.7886,796.8996,-659.5383,805.8038,742.9036,-793.98425,817.9976,739.0156,-794.30566,830.515,734.70654,-794.28595,797.32056,748.1464,-639.3535,802.0355,748.8162,-639.52246,806.5238,749.7893,-639.3475,920.9635,752.44653,-1018.01355,883.4957,768.94135,-309.57587,823.7983,851.9764,-722.4388,810.9524,858.9646,-516.7584,1125.2751,1086.7122,-1230.4547,1004.06445,1130.5802,241.1418,1145.3069,1609.5383,-1242.0979,1119.3337,1579.9377,410.25098,1075.0975,2012.8434,-1213.1718,1085.8431,1935.4612,384.0793,1094.7489,2101.087,-1401.5913,1091.3646,2021.5244,446.74835,1040.5624,2108.139,-1403.3356,1066.2618,2020.6403,301.16147,1039.1771,2079.5088,-1217.5614,1072.007,1993.8815,322.7545,1368.486,1932.5908,-463.13004,1266.1284,1916.7393,465.69476,1221.4202,2546.5842,-160.31676,1205.1368,2493.415,730.15936,1236.3796,3153.1528,175.47433,1248.423,3038.8816,1176.4854,1311.4276,3264.067,173.21434,1332.0175,3139.363,1203.0874,941.19183,3268.4834,-198.75829,977.88635,3180.2803,1043.9043
007.jpg,down,769.95807,798.24817,-723.85944,807.5777,742.7859,-854.6628,820.3328,738.6591,-854.9927,833.4019,734.0923,-854.9327,797.6956,748.09204,-705.30426,801.6891,748.6216,-705.37854,805.4281,749.4516,-705.0895,922.69244,750.8687,-1061.5643,880.8426,768.05786,-372.07742,828.139,853.5575,-780.1474,813.26044,860.7988,-579.94904,1117.5948,1086.585,-1259.2972,1008.00806,1124.607,192.00253,1145.9982,1612.798,-1271.4423,1118.2859,1575.0074,370.31485,1088.3816,2025.3413,-1263.9052,1083.2383,1944.7655,374.7086,1109.817,2115.4197,-1460.3976,1090.828,2034.7512,441.61136,1051.885,2121.8904,-1461.899,1068.3931,2032.6554,296.516,1049.3911,2093.2966,-1267.6382,1073.6946,2003.47,316.85364,1362.1185,1921.7834,-466.26013,1272.1212,1906.7034,468.6092,1210.6602,2530.865,-126.263954,1230.9587,2479.0789,823.31,1229.3552,3134.7656,190.20833,1262.4657,3009.9683,1296.4385,1302.4443,3249.516,183.62592,1342.5214,3114.6277,1328.653,931.7765,3243.2864,-202.41544,981.9779,3136.4512,1182.2021
008.jpg,down,779.34503,799.46466,-729.2756,815.6356,744.27783,-857.165,828.065,740.0146,-857.4984,840.8236,735.3135,-857.4387,805.7666,750.2701,-709.88055,809.4598,751.06866,-709.9741,812.9166,752.14636,-709.68036,929.41473,751.77844,-1057.4512,887.50946,770.8613,-377.97034,837.8572,853.8349,-782.5451,822.84314,861.8202,-585.3279,1120.5017,1084.5964,-1246.8021,1018.5422,1119.266,179.69308,1146.992,1617.5511,-1239.5294,1138.4724,1576.639,354.1027,1091.1887,2027.8203,-1208.8284,1097.6948,1945.0339,352.80197,1111.8594,2117.3074,-1396.6667,1105.0814,2034.5864,410.88446,1056.8888,2123.8203,-1397.3973,1081.6359,2030.6371,268.86307,1054.9038,2096.2688,-1210.3044,1086.2992,2001.7797,295.95908,1357.6025,1916.9575,-454.69165,1271.3918,1899.6206,456.99393,1217.0645,2536.5808,-92.78137,1248.83,2478.587,806.4835,1232.777,3135.0403,253.78716,1289.6357,3003.1892,1317.0671,1303.987,3244.0242,253.65111,1369.714,3102.609,1353.125,947.9466,3258.1382,-127.75757,1028.0459,3140.258,1194.1342
009.jpg,down,786.9856,775.85944,-728.0891,822.8962,721.12006,-848.6871,835.4126,717.25287,-849.0929,848.2423,712.96545,-849.21606,811.31744,726.9852,-704.8612,814.1282,727.8211,-704.87573,816.73944,728.90875,-704.4523,934.06726,732.0859,-1027.5657,887.1937,749.75854,-366.86105,843.887,832.179,-772.0522,826.69165,839.9185,-580.5458,1111.3635,1075.26,-1234.4135,1034.7975,1095.3745,207.49332,1144.1189,1611.7834,-1216.1671,1161.1254,1553.4718,375.17697,1086.9064,2029.0757,-1136.2843,1114.8735,1928.6489,317.05945,1107.2417,2120.8691,-1319.7986,1119.9854,2021.5913,353.28693,1054.1311,2125.7173,-1323.9695,1101.0983,2013.5703,210.95222,1052.2358,2097.0132,-1137.8881,1104.055,1984.1803,257.384,1353.7579,1921.9961,-463.37708,1282.2638,1896.7435,465.92108,1207.2894,2543.4924,-62.469845,1234.4994,2480.3381,818.3716,1231.585,3138.188,309.9835,1248.2579,3012.2612,1350.0469,1308.015,3247.5215,314.18323,1329.1074,3113.3936,1386.5177,941.22485,3254.029,-54.32145,969.1208,3145.55,1222.8307
010.jpg,down,780.8443,796.929,-748.2511,821.5188,743.2832,-878.9018,834.06396,739.8077,-879.1972,846.89594,735.881,-879.12317,811.83594,748.46533,-726.1869,815.7772,749.3623,-726.30927,819.5245,750.54083,-726.03613,936.11835,754.5082,-1084.0381,894.0318,771.00964,-383.89114,836.1183,852.712,-802.9173,821.70056,859.255,-599.79596,1118.3862,1093.2231,-1265.6768,1024.6906,1112.9956,180.44148,1152.4847,1620.9592,-1259.2328,1147.0571,1559.2942,351.15445,1099.3523,2030.2141,-1229.8196,1117.119,1934.3617,343.93405,1121.8611,2116.1387,-1424.6697,1125.1039,2022.4941,402.63,1067.3342,2123.92,-1424.9978,1104.0145,2020.2814,255.66753,1064.7479,2097.1729,-1231.7795,1107.1497,1993.6995,284.58536,1358.7876,1917.3958,-461.74594,1277.902,1892.072,464.28552,1216.4,2535.254,-85.664505,1237.1166,2470.8184,813.8502,1243.3533,3136.3384,266.43655,1272.1482,3000.1145,1317.1216,1317.5322,3246.782,266.4536,1356.2047,3100.6348,1352.7499,947.0062,3254.9392,-124.58644,989.4635,3134.2598,1194.3885
